nome,cpf,idade,data,endereco,bairro,estado
Nome Inválido,018 .***.***-13,100.0,1925-08-08,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg",bairro não cadastrado,MG
Nome Inválido,617 .***.***-02,87.0,1938-03-23,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / ro",bairro não cadastrado,RO
Nome Inválido,986 .***.***-02,28.0,1997-12-17,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg",bairro não cadastrado,MG
Nome Inválido,861 .***.***-60,59.0,1966-05-17,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / sp",bairro não cadastrado,SP
Nome Inválido,463 .***.***-98,68.0,1957-10-07,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / to",bairro não cadastrado,TO
Nome Inválido,064 .***.***-16,81.0,1944-05-23,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / mg",bairro não cadastrado,MG
Nome Inválido,726 .***.***-80,57.0,1968-05-01,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / go",bairro não cadastrado,GO
Nome Inválido,427 .***.***-40,89.0,1936-06-05,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / sp",bairro não cadastrado,SP
Nome Inválido,162 .***.***-94,50.0,1975-03-20,"rua não cadastrada
bairro não cadastrado
00000000 cidade não cadastrada / go",bairro não cadastrado,GO
Nome Inválido,826 .***.***-83,45.0,1980-08-18,"parque de santos, 88
são joão
60112-833 rodrigues / pi",são joão,PI
